tm,MVm,PVm
2.220000000000000000e+02,1.000000000000000000e+00,3.802749999999999742e-01
2.230000000000000000e+02,1.000000000000000000e+00,3.866999999999993776e-01
2.240000000000000000e+02,1.000000000000000000e+00,3.931499999999999995e-01
2.250000000000000000e+02,1.000000000000000000e+00,3.947749999999999315e-01
2.260000000000000000e+02,1.000000000000000000e+00,4.011999999999993349e-01
2.270000000000000000e+02,1.000000000000000000e+00,4.028249999999999886e-01
2.280000000000000000e+02,1.000000000000000000e+00,4.060499999999994114e-01
2.290000000000000000e+02,1.000000000000000000e+00,4.108749999999993241e-01
2.300000000000000000e+02,1.000000000000000000e+00,4.108749999999993241e-01
2.310000000000000000e+02,1.000000000000000000e+00,4.173249999999999460e-01
2.320000000000000000e+02,1.000000000000000000e+00,4.181249999999998579e-01
2.330000000000000000e+02,1.000000000000000000e+00,4.189249999999994367e-01
2.340000000000000000e+02,1.000000000000000000e+00,4.189249999999994367e-01
2.350000000000000000e+02,1.000000000000000000e+00,4.189249999999994367e-01
2.360000000000000000e+02,1.000000000000000000e+00,4.181249999999998579e-01
2.370000000000000000e+02,1.000000000000000000e+00,4.189249999999994367e-01
2.380000000000000000e+02,1.000000000000000000e+00,4.189249999999994367e-01
2.390000000000000000e+02,1.000000000000000000e+00,4.189249999999994367e-01
2.400000000000000000e+02,1.000000000000000000e+00,4.181249999999998579e-01
2.410000000000000000e+02,1.000000000000000000e+00,4.148999999999993804e-01
2.420000000000000000e+02,1.000000000000000000e+00,4.165250000000000341e-01
2.430000000000000000e+02,1.000000000000000000e+00,4.173249999999999460e-01
2.440000000000000000e+02,1.000000000000000000e+00,4.181249999999998579e-01
2.450000000000000000e+02,1.000000000000000000e+00,4.157249999999994006e-01
2.460000000000000000e+02,1.000000000000000000e+00,4.132999999999998897e-01
2.470000000000000000e+02,1.000000000000000000e+00,4.140999999999998016e-01
2.480000000000000000e+02,1.000000000000000000e+00,4.148999999999993804e-01
2.490000000000000000e+02,1.000000000000000000e+00,4.165250000000000341e-01
2.500000000000000000e+02,1.000000000000000000e+00,4.189249999999994367e-01
