t,MV,PV,DV,MVP,MVI,MVD,MVFF,Man
6.970000000000000000e+02,4.408057804373149935e+01,7.729500000000000171e+01,5.000000000000000000e+01,-9.383654617105301465e-01,4.551085776772730895e+01,-4.919142622852772373e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.980000000000000000e+02,4.444081635482200454e+01,7.729500000000000171e+01,5.000000000000000000e+01,-7.710802540518443271e-01,4.550621180458014692e+01,-2.943151957062967172e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.990000000000000000e+02,4.444744767627697968e+01,7.732699999999999818e+01,5.000000000000000000e+01,-7.710802540518443271e-01,4.550156584143298488e+01,-2.830379111041612661e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+02,4.428012512678359514e+01,7.729500000000000171e+01,5.000000000000000000e+01,-8.547228578811872923e-01,4.549641590940206726e+01,-3.615679247372860505e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.010000000000000000e+02,4.446235116316626090e+01,7.729500000000000171e+01,5.000000000000000000e+01,-7.710802540518443271e-01,4.549176994625490522e+01,-2.583385290367952725e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.020000000000000000e+02,4.446760396555396966e+01,7.729500000000000171e+01,5.000000000000000000e+01,-7.710802540518443271e-01,4.548712398310774319e+01,-2.484397635019287842e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.030000000000000000e+02,4.447247747663162443e+01,7.729500000000000171e+01,5.000000000000000000e+01,-7.710802540518443271e-01,4.548247801996058115e+01,-2.389202892771103703e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.040000000000000000e+02,4.447698622971628168e+01,7.729500000000000171e+01,5.000000000000000000e+01,-7.710802540518443271e-01,4.547783205681341911e+01,-2.297655730452944634e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.050000000000000000e+02,4.448114420125141066e+01,7.729500000000000171e+01,5.000000000000000000e+01,-7.710802540518443271e-01,4.547318609366625708e+01,-2.209616383630014225e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.060000000000000000e+02,4.448496483214467645e+01,7.729500000000000171e+01,5.000000000000000000e+01,-7.710802540518443271e-01,4.546854013051909504e+01,-2.124950443225755714e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.070000000000000000e+02,4.448846104828804471e+01,7.729500000000000171e+01,5.000000000000000000e+01,-7.710802540518443271e-01,4.546389416737193301e+01,-2.043528650320422524e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.080000000000000000e+02,4.449164528029169219e+01,7.726300000000000523e+01,5.000000000000000000e+01,-7.710802540518443271e-01,4.545924820422477097e+01,-1.965226698812357342e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.090000000000000000e+02,4.466805124134159399e+01,7.729500000000000171e+01,5.000000000000000000e+01,-6.874376502225014729e-01,4.545510620996137163e+01,-9.961731839727619442e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.100000000000000000e+02,4.449420452811759219e+01,7.729500000000000171e+01,5.000000000000000000e+01,-7.710802540518443271e-01,4.545046024681420960e+01,-1.851754646447703045e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.110000000000000000e+02,4.449665393906798982e+01,7.726300000000000523e+01,5.000000000000000000e+01,-7.710802540518443271e-01,4.544581428366704756e+01,-1.780800905472137430e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.120000000000000000e+02,4.467235323522603352e+01,7.713400000000000034e+01,5.000000000000000000e+01,-6.874376502225014729e-01,4.544167228940364822e+01,-8.188140395511650516e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.130000000000000000e+02,4.537085828377562535e+01,7.703700000000000614e+01,5.000000000000000000e+01,-3.502534035354128994e-01,4.543956191970290348e+01,2.815497676081320511e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.140000000000000000e+02,4.588394759438702408e+01,7.697299999999999898e+01,5.000000000000000000e+01,-9.671176067770444196e-02,4.543897920568105775e+01,5.416801493836709280e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.150000000000000000e+02,4.620965282281991193e+01,7.703700000000000614e+01,5.000000000000000000e+01,7.057344698101852831e-02,4.543940442942673030e+01,6.996749464121667650e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.160000000000000000e+02,4.583622506189817614e+01,7.700499999999999545e+01,5.000000000000000000e+01,-9.671176067770444196e-02,4.543882171540488457e+01,4.941151071709989906e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.170000000000000000e+02,4.599023108266826654e+01,7.697299999999999898e+01,5.000000000000000000e+01,-1.306915684832438314e-02,4.543874297026679443e+01,5.645572692497982104e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.180000000000000000e+02,4.614204193778416396e+01,7.697299999999999898e+01,5.000000000000000000e+01,7.057344698101852831e-02,4.543916819401246698e+01,6.323002967906825589e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.190000000000000000e+02,4.611823929118895649e+01,7.697299999999999898e+01,5.000000000000000000e+01,7.057344698101852831e-02,4.543959341775813954e+01,6.080724264498013065e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.200000000000000000e+02,4.609536498466290766e+01,7.697299999999999898e+01,5.000000000000000000e+01,7.057344698101852831e-02,4.544001864150381209e+01,5.847728961780832568e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.210000000000000000e+02,4.607338344697042487e+01,7.697299999999999898e+01,5.000000000000000000e+01,7.057344698101852831e-02,4.544044386524948465e+01,5.623661347399270261e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.220000000000000000e+02,4.605226046986005883e+01,7.697299999999999898e+01,5.000000000000000000e+01,7.057344698101852831e-02,4.544086908899515720e+01,5.408179338838835504e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.230000000000000000e+02,4.603196315583899434e+01,7.697299999999999898e+01,5.000000000000000000e+01,7.057344698101852831e-02,4.544129431274082975e+01,5.200953961171496109e-01,0.000000000000000000e+00,0.000000000000000000e+00
